county,ai_male_17.5,ai_female_17.5,ai_unknown_17.5,ap_male_17.5,ap_female_17.5,ap_unknown_17.5,bh_male_17.5,bh_female_17.5,bh_unknown_17.5,hp_male_17.5,hp_female_17.5,hp_unknown_17.5,wh_male_17.5,wh_female_17.5,wh_unknown_17.5,ot_male_17.5,ot_female_17.5,ot_unknown_17.5,uk_male_17.5,uk_female_17.5,uk_unknown_17.5,ai_male_18-24,ai_female_18-24,ai_unknown_18-24,ap_male_18-24,ap_female_18-24,ap_unknown_18-24,bh_male_18-24,bh_female_18-24,bh_unknown_18-24,hp_male_18-24,hp_female_18-24,hp_unknown_18-24,wh_male_18-24,wh_female_18-24,wh_unknown_18-24,ot_male_18-24,ot_female_18-24,ot_unknown_18-24,uk_male_18-24,uk_female_18-24,uk_unknown_18-24,ai_male_25-29,ai_female_25-29,ai_unknown_25-29,ap_male_25-29,ap_female_25-29,ap_unknown_25-29,bh_male_25-29,bh_female_25-29,bh_unknown_25-29,hp_male_25-29,hp_female_25-29,hp_unknown_25-29,wh_male_25-29,wh_female_25-29,wh_unknown_25-29,ot_male_25-29,ot_female_25-29,ot_unknown_25-29,uk_male_25-29,uk_female_25-29,uk_unknown_25-29,ai_male_30-34,ai_female_30-34,ai_unknown_30-34,ap_male_30-34,ap_female_30-34,ap_unknown_30-34,bh_male_30-34,bh_female_30-34,bh_unknown_30-34,hp_male_30-34,hp_female_30-34,hp_unknown_30-34,wh_male_30-34,wh_female_30-34,wh_unknown_30-34,ot_male_30-34,ot_female_30-34,ot_unknown_30-34,uk_male_30-34,uk_female_30-34,uk_unknown_30-34,ai_male_35-39,ai_female_35-39,ai_unknown_35-39,ap_male_35-39,ap_female_35-39,ap_unknown_35-39,bh_male_35-39,bh_female_35-39,bh_unknown_35-39,hp_male_35-39,hp_female_35-39,hp_unknown_35-39,wh_male_35-39,wh_female_35-39,wh_unknown_35-39,ot_male_35-39,ot_female_35-39,ot_unknown_35-39,uk_male_35-39,uk_female_35-39,uk_unknown_35-39,ai_male_40-44,ai_female_40-44,ai_unknown_40-44,ap_male_40-44,ap_female_40-44,ap_unknown_40-44,bh_male_40-44,bh_female_40-44,bh_unknown_40-44,hp_male_40-44,hp_female_40-44,hp_unknown_40-44,wh_male_40-44,wh_female_40-44,wh_unknown_40-44,ot_male_40-44,ot_female_40-44,ot_unknown_40-44,uk_male_40-44,uk_female_40-44,uk_unknown_40-44,ai_male_45-49,ai_female_45-49,ai_unknown_45-49,ap_male_45-49,ap_female_45-49,ap_unknown_45-49,bh_male_45-49,bh_female_45-49,bh_unknown_45-49,hp_male_45-49,hp_female_45-49,hp_unknown_45-49,wh_male_45-49,wh_female_45-49,wh_unknown_45-49,ot_male_45-49,ot_female_45-49,ot_unknown_45-49,uk_male_45-49,uk_female_45-49,uk_unknown_45-49,ai_male_50-54,ai_female_50-54,ai_unknown_50-54,ap_male_50-54,ap_female_50-54,ap_unknown_50-54,bh_male_50-54,bh_female_50-54,bh_unknown_50-54,hp_male_50-54,hp_female_50-54,hp_unknown_50-54,wh_male_50-54,wh_female_50-54,wh_unknown_50-54,ot_male_50-54,ot_female_50-54,ot_unknown_50-54,uk_male_50-54,uk_female_50-54,uk_unknown_50-54,ai_male_55-59,ai_female_55-59,ai_unknown_55-59,ap_male_55-59,ap_female_55-59,ap_unknown_55-59,bh_male_55-59,bh_female_55-59,bh_unknown_55-59,hp_male_55-59,hp_female_55-59,hp_unknown_55-59,wh_male_55-59,wh_female_55-59,wh_unknown_55-59,ot_male_55-59,ot_female_55-59,ot_unknown_55-59,uk_male_55-59,uk_female_55-59,uk_unknown_55-59,ai_male_60-64,ai_female_60-64,ai_unknown_60-64,ap_male_60-64,ap_female_60-64,ap_unknown_60-64,bh_male_60-64,bh_female_60-64,bh_unknown_60-64,hp_male_60-64,hp_female_60-64,hp_unknown_60-64,wh_male_60-64,wh_female_60-64,wh_unknown_60-64,ot_male_60-64,ot_female_60-64,ot_unknown_60-64,uk_male_60-64,uk_female_60-64,uk_unknown_60-64,ai_male_65+,ai_female_65+,ai_unknown_65+,ap_male_65+,ap_female_65+,ap_unknown_65+,bh_male_65+,bh_female_65+,bh_unknown_65+,hp_male_65+,hp_female_65+,hp_unknown_65+,wh_male_65+,wh_female_65+,wh_unknown_65+,ot_male_65+,ot_female_65+,ot_unknown_65+,uk_male_65+,uk_female_65+,uk_unknown_65+
Troup County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,27,26,0,756,912,7,54,55,2,1253,1319,12,56,74,3,261,218,9,3,3,0,21,17,0,696,900,0,24,37,0,963,1080,2,29,45,0,159,126,3,2,3,0,14,13,0,567,878,0,19,28,0,898,1027,3,23,33,0,136,112,0,3,1,0,17,12,0,462,710,0,13,18,0,846,1023,2,17,23,0,106,108,2,1,3,0,13,20,0,471,736,1,17,14,1,847,924,0,15,11,0,99,103,0,4,2,0,17,16,0,446,692,2,15,16,0,898,1064,1,12,8,1,100,85,3,3,3,0,19,22,0,518,653,0,26,16,0,997,1184,2,2,10,0,93,98,1,2,1,0,17,14,0,505,706,0,22,28,0,1134,1176,2,15,4,0,111,91,3,0,0,0,17,15,0,438,592,1,6,12,0,1089,1206,1,7,9,0,75,78,2,2,3,0,27,29,0,831,1352,3,12,10,1,2921,3645,3,20,17,1,179,145,3
Turner County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,125,142,0,9,10,0,154,158,0,4,4,0,16,17,1,0,1,0,1,1,0,81,106,0,3,6,0,109,106,1,3,4,0,12,12,0,0,0,0,2,2,0,81,102,0,5,6,0,114,119,0,1,1,0,20,12,0,0,1,0,1,0,0,81,113,0,2,1,0,106,118,0,4,2,0,8,8,0,1,0,0,1,3,0,85,110,0,1,3,0,104,114,0,1,1,0,14,5,1,2,0,0,0,0,0,71,86,0,5,0,0,110,107,0,1,1,0,4,7,0,0,0,0,1,1,0,59,95,0,5,2,0,140,150,0,2,0,0,10,7,0,0,0,0,2,1,0,62,102,0,2,2,0,135,140,1,1,0,0,16,14,0,0,1,0,1,1,0,75,101,0,1,2,0,131,138,0,0,0,0,7,5,0,1,1,0,2,3,0,156,233,1,2,2,0,405,518,0,1,0,0,13,13,0
Twiggs County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,125,139,0,2,2,0,140,145,0,5,8,0,18,11,0,0,1,0,0,0,0,121,114,0,1,2,0,107,107,0,5,0,0,19,6,1,1,1,0,0,1,0,108,97,0,1,3,0,112,100,0,3,5,0,12,12,0,0,0,0,1,0,0,98,88,0,1,3,0,85,101,0,5,7,0,11,11,0,1,0,0,2,1,0,70,98,0,5,1,0,93,104,1,3,0,0,17,11,0,1,0,0,0,1,0,88,89,0,0,2,0,106,106,0,2,1,0,17,14,1,0,0,0,0,2,0,90,108,0,1,1,0,148,138,0,1,1,0,15,15,0,1,0,0,0,1,0,116,129,0,2,7,0,179,181,1,2,1,0,26,22,0,0,2,0,1,2,0,139,144,0,1,2,0,166,175,0,3,4,0,19,18,1,3,1,0,0,2,0,255,362,1,4,6,0,447,496,0,1,0,0,36,45,0
Union County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,6,5,0,6,2,0,11,21,0,634,585,3,12,21,0,51,36,0,0,0,0,1,2,0,5,1,0,3,7,0,391,469,1,6,10,0,32,30,2,1,0,0,3,2,0,2,3,0,10,7,0,416,431,0,6,8,0,26,26,1,0,0,0,2,2,0,1,1,0,5,2,0,397,453,1,7,7,0,32,22,0,0,0,0,3,3,0,3,0,0,7,5,0,383,462,0,2,3,0,22,27,0,2,1,0,2,3,0,0,1,0,4,14,0,460,546,0,4,4,0,37,24,0,1,0,0,2,6,0,3,3,1,6,6,0,548,660,1,5,4,0,31,38,0,2,2,0,6,4,0,1,0,0,14,13,0,706,815,2,4,7,0,54,76,1,3,0,0,4,4,0,0,2,0,6,11,0,927,1022,0,12,9,0,71,76,2,3,2,0,4,15,0,4,5,0,11,21,0,3457,3784,5,26,23,0,245,205,1
Upson County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,2,0,234,298,3,11,22,0,580,560,3,19,20,0,166,130,2,1,0,0,2,2,0,204,260,3,5,11,0,455,507,1,6,15,0,100,52,0,2,0,0,3,5,0,171,234,0,7,4,0,424,449,0,5,9,0,58,46,2,0,0,0,2,2,0,134,203,0,3,3,0,362,410,1,6,4,0,49,35,1,3,0,0,4,1,0,159,221,0,1,2,0,420,433,0,5,7,0,50,40,0,3,1,0,0,8,0,159,234,0,1,2,0,435,477,1,2,2,0,41,40,0,0,2,0,3,5,0,177,245,0,3,4,0,429,495,1,4,6,0,55,53,1,0,1,0,5,1,0,186,234,1,3,1,0,509,577,0,5,4,0,42,61,0,2,1,0,1,3,0,181,268,0,4,3,0,495,574,2,4,5,0,49,40,1,0,1,0,6,7,0,361,542,2,6,4,0,1445,1791,1,9,7,0,87,103,1
Walker County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,11,8,0,83,82,0,44,40,0,1776,1812,15,43,55,0,428,326,2,4,0,0,5,6,0,52,52,0,15,18,0,1312,1508,3,12,26,0,316,250,1,4,2,0,4,3,0,42,72,0,13,17,0,1276,1533,4,12,19,0,190,163,3,3,7,0,11,6,0,47,66,0,11,8,0,1197,1423,2,10,18,0,177,194,1,0,3,0,7,5,0,46,71,0,12,14,0,1388,1469,0,15,19,0,156,175,2,3,3,0,6,10,0,55,61,0,10,18,0,1393,1609,2,6,5,0,184,164,1,4,4,0,10,7,0,47,58,0,8,8,0,1397,1537,1,5,10,0,151,143,0,4,3,0,7,6,0,54,59,1,5,6,0,1591,1749,0,6,15,0,173,164,2,3,1,0,1,8,0,63,68,0,6,7,0,1504,1693,2,5,6,0,137,168,1,1,9,0,6,9,0,118,166,0,7,14,0,4154,5057,5,9,10,0,402,407,1
Walton County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,53,44,1,734,788,7,154,169,2,2810,2742,13,112,129,2,551,432,10,7,8,1,53,22,1,468,547,2,78,90,0,1778,1911,10,49,63,1,412,339,1,4,10,0,47,38,0,435,543,1,73,77,0,1806,1934,5,39,47,0,298,292,3,8,3,0,42,39,1,358,550,2,61,85,1,1733,1965,0,37,48,0,349,331,1,8,13,0,22,38,1,366,517,0,40,63,0,1824,1964,0,39,46,1,313,349,1,14,10,0,21,23,0,449,569,0,55,54,0,1947,2169,1,27,36,1,365,359,3,10,3,0,29,27,0,461,595,0,43,36,0,2140,2267,5,28,41,0,370,364,1,5,5,0,19,27,0,428,527,0,39,43,0,2151,2286,3,29,33,0,412,371,1,5,3,0,20,20,0,330,365,2,27,29,0,1935,2129,2,19,20,0,310,276,2,5,1,0,31,33,0,544,880,3,51,57,0,4999,6055,5,35,34,1,707,806,6
Ware County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,13,0,241,312,1,28,33,0,545,613,3,17,29,0,151,127,0,0,2,0,5,4,0,178,269,0,9,13,0,461,510,2,7,23,0,96,77,3,0,1,0,6,5,0,205,299,0,6,11,0,437,513,0,10,18,0,90,63,0,2,2,0,4,3,0,162,262,0,12,10,0,421,516,0,7,12,0,45,40,0,1,0,0,4,6,0,135,270,0,10,7,0,461,507,1,3,12,0,69,51,0,1,2,0,6,10,0,170,230,2,8,11,0,468,541,2,5,4,0,49,51,0,3,2,0,3,3,0,140,213,0,4,5,0,567,570,1,2,5,0,52,33,1,5,0,0,5,4,0,176,260,1,8,3,0,557,630,0,5,5,0,68,43,0,2,0,0,3,5,0,183,253,0,7,4,0,571,654,2,4,4,0,49,56,1,3,1,0,9,7,0,423,689,0,8,14,0,1726,2225,4,6,10,0,109,128,3
Warren County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,99,2,1,1,0,51,57,0,2,2,0,19,11,0,0,0,0,1,0,0,96,90,0,3,1,0,40,43,0,1,3,0,17,4,0,1,0,0,0,1,0,65,113,1,0,0,0,50,44,0,2,1,0,9,3,0,0,0,0,1,0,0,75,75,0,1,1,0,38,32,0,2,0,0,4,2,0,0,1,0,1,0,0,73,102,0,0,0,0,31,48,0,0,1,0,7,4,0,0,0,0,0,0,0,63,69,0,0,0,0,55,47,0,0,0,0,8,6,0,0,0,0,0,0,0,65,91,0,0,2,0,62,78,0,5,1,0,4,5,0,0,0,0,0,0,0,97,122,0,0,1,0,79,67,0,0,2,0,10,2,0,1,0,0,0,2,0,82,106,0,0,0,0,74,82,0,1,2,0,8,9,0,1,1,0,0,2,0,182,306,1,0,1,0,246,272,0,0,0,0,12,18,0
Washington County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,289,353,2,6,6,0,245,249,1,5,15,0,101,77,0,1,0,0,0,0,0,242,329,0,4,6,0,189,194,0,7,2,0,43,24,0,2,0,0,2,3,0,230,306,0,0,0,0,184,184,0,5,5,0,28,15,0,0,0,0,2,1,0,184,304,0,0,1,0,177,220,1,2,1,0,18,17,0,1,0,0,1,3,0,170,276,0,1,4,0,197,197,0,0,2,0,27,17,0,0,1,0,3,0,0,181,274,1,0,2,0,213,234,0,0,1,0,17,17,0,0,0,0,0,0,0,183,270,0,4,1,0,230,245,1,3,0,0,18,14,0,1,0,0,2,1,0,304,385,0,3,6,0,279,293,0,2,2,0,35,20,0,2,0,0,2,0,0,258,356,0,2,5,0,291,306,0,3,1,0,22,22,0,1,0,0,2,1,0,519,818,0,1,0,0,809,1037,0,4,1,0,38,61,0
Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,12,0,158,151,0,43,46,0,673,697,6,13,17,0,117,92,0,1,3,0,2,4,0,109,162,0,13,24,1,539,552,0,6,13,0,83,53,0,2,2,0,5,5,0,120,156,0,9,12,0,479,581,0,9,7,0,67,50,1,0,2,0,3,4,0,105,152,0,3,19,0,451,541,0,8,13,0,49,61,0,0,0,0,2,4,0,85,152,0,9,13,0,462,527,0,9,5,0,49,42,0,0,0,0,3,2,0,82,131,0,16,12,0,506,584,1,4,4,0,58,48,0,1,2,0,3,2,0,94,130,0,8,9,0,550,596,0,5,3,0,48,50,0,1,4,0,1,3,0,85,155,0,9,6,0,549,663,0,4,3,0,65,60,0,1,1,0,6,4,0,117,149,0,9,0,0,534,578,2,5,5,0,49,44,0,3,1,0,4,8,0,200,325,0,6,4,0,1557,1874,1,5,6,0,113,119,0
Webster County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,40,47,1,1,2,0,51,43,0,2,2,0,2,7,0,0,0,0,0,0,0,39,31,0,0,1,0,29,37,1,1,1,0,2,2,0,0,0,0,0,1,0,19,34,0,1,0,0,30,22,0,1,1,0,2,1,0,0,0,0,0,0,0,25,26,0,0,1,0,24,27,0,0,0,0,2,2,0,0,0,0,0,1,0,21,27,0,0,1,0,26,26,0,0,0,0,0,2,0,0,0,0,0,0,0,23,35,0,1,1,0,34,43,0,0,0,0,1,1,0,0,0,0,0,0,0,38,34,0,0,0,0,36,36,0,0,1,0,0,2,0,0,0,0,0,0,0,31,38,0,0,0,0,35,38,0,1,3,0,3,3,0,0,0,0,0,0,0,32,42,0,0,0,0,43,46,0,1,0,0,1,1,0,0,0,0,0,0,0,71,96,0,0,0,1,118,149,0,1,0,0,2,4,0
Wheeler County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,53,0,2,3,0,104,100,0,2,2,0,15,19,0,0,1,0,0,0,0,25,29,0,4,0,0,74,75,1,4,1,0,8,8,0,0,0,0,0,0,0,22,37,0,2,2,0,67,76,0,0,1,0,6,7,0,0,0,0,0,0,0,25,42,0,4,1,0,59,58,0,0,0,0,6,3,0,0,0,0,0,2,0,26,44,0,0,1,0,76,90,0,0,1,0,3,3,0,0,0,0,0,0,0,31,25,0,0,3,0,88,94,0,1,0,0,10,7,0,0,0,0,0,0,0,35,33,0,3,0,0,91,90,0,2,0,0,4,2,0,0,0,0,0,0,0,33,37,0,0,1,0,108,94,0,0,1,0,4,7,0,0,0,0,0,0,0,32,40,0,0,2,0,85,111,0,0,0,0,10,4,0,1,0,0,0,0,0,96,117,0,0,0,0,289,310,0,1,0,0,15,10,0
White County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,3,6,0,11,16,0,19,19,0,907,903,3,20,14,0,117,72,1,1,2,0,4,3,0,15,8,0,13,11,0,662,632,3,10,9,0,75,53,0,3,3,0,0,2,0,14,8,0,8,13,0,584,628,1,10,6,0,39,41,1,1,3,0,3,3,0,10,7,0,5,10,0,555,590,1,5,5,0,63,39,0,2,3,0,5,3,0,8,10,0,4,7,0,580,641,0,3,5,0,47,41,0,0,2,0,2,4,0,16,7,0,5,7,0,650,722,0,4,1,0,44,42,0,1,3,0,2,4,0,7,9,0,11,11,0,735,791,0,5,5,0,46,53,0,3,3,0,3,5,1,14,12,0,10,8,0,820,929,0,1,4,0,69,70,0,2,2,0,4,3,0,9,8,0,4,7,0,881,925,1,5,7,0,63,66,0,2,3,0,3,5,0,15,28,0,8,9,0,2557,2867,2,5,7,0,168,182,0
Whitfield County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,33,61,0,115,142,0,1324,1523,6,1916,1956,25,95,118,1,514,404,4,7,3,0,24,26,0,109,104,1,653,763,7,1419,1552,4,49,61,0,323,302,6,8,3,0,21,24,0,77,96,0,405,547,1,1293,1439,3,23,41,0,273,230,1,4,5,0,16,23,0,93,78,0,334,436,0,1168,1412,3,23,23,0,214,219,0,1,4,0,18,22,0,97,95,0,240,313,0,1224,1452,1,15,25,0,200,217,2,5,2,0,24,19,0,89,103,0,216,217,1,1480,1625,1,21,25,0,177,186,1,4,4,0,23,33,0,100,101,0,284,193,0,1521,1701,2,18,18,0,210,185,1,4,0,0,19,22,0,86,90,0,246,158,1,1678,1893,4,23,10,0,186,152,3,3,5,0,9,17,1,77,91,0,191,115,0,1607,1685,3,15,16,0,156,150,1,3,5,0,41,37,0,178,239,0,306,178,0,4287,5363,4,26,20,1,314,341,0
Wilcox County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,57,75,0,5,8,0,137,161,1,6,2,0,11,12,0,0,0,0,0,0,0,50,61,0,3,2,0,116,118,0,3,3,0,7,5,0,0,1,0,0,0,0,42,58,0,2,1,0,102,128,0,2,0,0,3,5,0,1,0,0,0,2,0,31,54,0,3,2,0,113,103,0,1,3,0,4,3,0,1,0,0,1,3,0,41,57,0,3,4,0,117,125,0,0,0,0,7,0,0,0,0,0,2,1,0,50,56,0,1,0,0,113,113,0,1,0,0,3,5,0,1,0,0,0,0,0,44,51,0,1,1,0,110,116,0,1,1,0,5,7,0,0,0,0,0,0,0,40,60,0,1,1,0,127,137,0,1,0,0,3,7,0,0,0,0,0,0,0,56,69,0,0,1,0,129,154,0,0,0,0,5,1,0,0,0,0,1,1,0,122,164,0,3,5,0,419,476,0,0,2,0,16,7,0
Wilkes County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,133,152,4,7,7,0,159,155,1,8,14,0,35,25,2,0,0,0,0,2,0,94,106,1,3,4,0,131,120,0,5,5,0,18,15,0,0,0,0,1,1,0,85,106,0,0,0,0,112,102,0,1,3,0,13,6,0,0,0,0,0,1,0,58,98,0,0,1,0,96,113,0,1,2,0,10,7,1,1,2,0,2,0,0,90,110,0,4,1,0,100,112,0,2,0,0,12,9,0,1,0,0,4,2,0,72,87,0,3,1,0,118,138,0,0,3,0,9,16,0,0,1,0,1,2,0,94,111,0,1,1,0,172,153,0,0,1,0,14,11,0,1,2,0,2,1,0,102,155,0,1,2,0,167,169,0,0,0,0,23,10,1,1,0,0,3,0,0,124,138,0,1,1,0,183,204,0,2,2,0,25,7,0,1,1,0,2,3,0,256,407,1,3,1,0,581,670,0,1,3,0,43,46,0
Wilkinson County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,155,147,2,3,4,0,183,173,3,6,6,0,28,28,0,1,1,0,1,1,0,88,108,1,0,3,0,122,132,0,2,4,0,16,11,0,0,0,0,0,0,0,89,108,1,2,0,0,116,128,0,3,4,0,9,9,0,0,0,0,0,0,0,84,114,0,2,3,0,106,127,0,0,1,0,9,9,0,1,0,0,0,1,0,79,95,0,0,0,0,112,105,0,1,2,0,15,11,0,0,2,0,1,1,0,70,98,0,0,0,0,126,133,0,1,1,0,8,13,0,0,2,0,0,1,0,103,112,0,0,0,0,124,161,0,0,1,0,13,12,0,0,0,0,0,1,0,116,137,0,0,0,0,171,185,0,1,0,0,14,11,0,1,0,0,0,2,0,117,148,0,0,1,0,192,171,0,0,0,0,8,10,0,1,0,0,0,3,0,212,338,0,0,4,0,496,532,0,2,2,0,23,26,0
Worth County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,5,0,192,214,3,8,6,0,481,439,0,12,9,0,75,59,2,0,1,0,0,1,0,150,195,0,5,8,0,339,388,3,6,4,0,41,22,1,1,1,0,0,1,0,148,181,0,7,5,0,351,358,1,4,2,0,33,22,0,1,1,0,0,1,0,127,147,0,2,3,0,301,337,0,4,4,0,37,26,0,0,0,0,0,2,0,98,125,0,2,2,0,325,298,1,3,2,0,25,16,0,0,0,0,2,4,0,106,167,0,1,4,0,340,401,0,0,2,0,36,23,0,1,1,0,3,2,0,128,149,0,3,1,0,370,398,0,5,2,0,38,18,0,0,0,0,2,1,0,135,152,0,4,4,0,461,475,0,2,3,0,34,28,0,0,1,0,0,0,0,137,174,1,4,1,0,415,476,0,2,4,0,29,19,0,2,2,0,1,6,0,260,413,0,5,6,0,1199,1333,2,4,6,0,73,87,1
